,time,iraq,barack obama,afghanistan,new york,california,gop,george w bush,wall street,john mccain,supreme court,iran,china,mitt romney,republican party,texas,hillary clinton,israel,middle east,florida,tea party,europe,bill clinton,medicare,sarah palin,washington post,christian,democratic party,russia,pakistan,ohio,vietnam,british,ronald reagan,massachusetts,social security,chicago,arizona,new york city,d c ,reagan,pentagon,virginia,jewish,european,fox news,world war ii,iowa,syria,pennsylvania
1605,6/6/2011,4,2,2,7,5,9,0,6,4,1,0,4,3,2,3,2,10,1,0,3,2,1,7,6,1,2,3,1,1,0,0,3,0,3,2,2,1,0,0,1,2,2,4,1,3,0,0,0,1
1606,6/7/2011,10,2,5,25,5,4,0,5,1,1,4,1,5,1,2,1,5,7,3,1,5,2,7,3,3,1,1,2,8,2,3,2,1,2,3,2,5,4,3,3,1,0,3,2,1,2,2,2,0
1607,6/8/2011,1,2,0,12,6,7,0,3,1,3,3,4,1,1,1,0,3,2,0,2,4,0,6,3,0,5,1,1,0,0,5,4,2,2,2,4,0,2,1,3,0,3,0,1,0,0,1,0,1
1608,6/9/2011,4,1,6,11,3,2,0,1,0,2,0,3,0,1,5,1,11,4,1,5,9,1,0,2,2,2,1,3,3,0,1,1,1,0,0,1,0,2,4,2,2,0,1,5,2,0,2,0,0
1609,6/10/2011,0,1,1,7,3,5,0,3,0,1,0,1,1,3,2,0,0,0,1,5,4,2,4,0,0,4,2,0,1,0,0,1,0,0,2,11,1,0,1,1,0,0,0,3,1,1,1,0,0
1610,6/11/2011,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1,4,1,0,0,1,0,1,0,0,0,0
1611,6/12/2011,1,0,2,3,0,4,0,0,0,0,1,2,0,0,1,3,2,1,1,2,1,0,6,1,2,9,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,1,0
1612,6/13/2011,3,4,2,7,5,2,0,3,4,1,0,2,2,2,0,1,2,3,4,4,8,3,7,5,0,6,1,1,0,2,3,1,0,3,6,1,3,1,1,2,3,1,4,4,1,2,4,0,1
1613,6/14/2011,6,1,4,10,6,5,0,5,1,2,1,3,5,2,3,3,5,3,1,4,10,3,1,6,2,1,2,0,1,1,1,0,1,2,1,1,1,1,2,2,5,2,3,8,0,2,1,1,1
1614,6/15/2011,3,6,6,11,4,6,0,10,2,2,2,3,4,1,1,2,2,1,1,3,0,4,8,1,1,2,1,2,6,2,4,0,2,3,3,2,5,0,2,3,0,2,4,0,1,2,0,0,3
1615,6/16/2011,2,3,2,5,2,3,0,1,0,2,1,1,2,2,1,0,9,1,2,7,1,1,4,1,1,5,2,1,2,1,1,1,1,2,2,1,5,0,0,4,1,6,3,1,1,2,2,1,2
1616,6/17/2011,1,2,2,9,6,6,0,7,1,0,1,1,1,3,3,2,0,0,2,6,2,1,4,0,2,2,0,0,1,3,0,1,0,1,4,3,5,2,1,1,0,1,0,2,2,0,1,0,1
1617,6/18/2011,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1618,6/19/2011,1,0,0,7,1,3,0,2,1,4,0,0,3,3,1,0,2,0,0,1,1,0,1,1,0,3,1,1,0,0,2,0,1,0,0,0,0,0,1,2,2,0,5,1,0,0,0,0,0
1619,6/20/2011,5,2,4,14,2,7,0,2,1,3,1,4,3,3,0,2,2,4,4,6,5,2,5,1,0,2,0,0,2,0,3,2,2,1,2,1,3,2,0,2,3,2,2,1,0,1,0,1,4
1620,6/21/2011,2,4,4,9,1,3,0,0,1,2,0,3,1,1,3,0,0,1,2,2,2,0,3,1,1,0,1,0,1,5,1,0,2,1,2,1,0,0,1,4,2,4,0,0,0,0,0,0,5
1621,6/22/2011,2,2,7,8,3,2,0,4,1,6,2,0,0,1,1,2,1,2,1,2,1,1,4,1,0,0,0,0,2,1,0,0,2,2,8,5,3,0,0,2,4,2,0,1,4,0,0,0,2
1622,6/23/2011,14,4,10,9,5,2,0,5,4,12,4,1,3,2,4,1,1,1,1,2,0,1,1,0,1,3,1,0,6,1,2,0,1,1,1,3,4,0,2,2,3,8,0,0,1,4,6,3,1
1623,6/24/2011,2,3,6,16,1,5,0,6,2,6,1,1,2,2,1,1,0,0,3,2,2,1,2,2,2,4,2,0,6,0,1,0,1,0,4,5,5,4,1,2,2,0,0,1,0,1,2,0,1
1624,6/25/2011,1,0,1,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0
1625,6/26/2011,2,0,1,2,2,4,0,1,1,1,0,1,0,1,0,0,0,0,1,3,0,1,5,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,1
1626,6/27/2011,1,0,3,17,6,1,0,3,0,3,0,3,1,2,2,0,1,1,2,9,2,2,1,1,0,3,1,1,1,3,0,1,2,2,2,1,0,1,1,3,0,4,4,2,2,1,2,0,2
1627,6/28/2011,3,4,6,11,3,4,0,4,2,7,4,3,2,2,3,1,0,3,4,3,5,1,3,1,0,0,2,1,2,0,2,1,1,2,2,4,1,1,2,1,2,0,0,4,1,2,2,1,1
1628,6/29/2011,2,2,4,14,10,2,0,3,1,11,2,2,0,0,1,2,5,1,0,3,2,1,6,1,2,0,0,2,4,2,3,0,0,1,10,0,2,1,1,0,1,2,2,2,0,0,2,2,0
1629,6/30/2011,5,4,6,15,7,3,0,4,3,4,3,4,1,2,4,1,2,5,1,3,8,1,2,4,2,6,0,4,1,1,1,0,1,2,3,2,1,1,1,2,0,0,2,4,1,1,3,3,0
1630,7/1/2011,2,2,1,11,4,3,0,2,0,1,0,1,0,1,3,0,0,0,0,2,3,0,6,0,0,1,0,0,0,3,0,1,1,0,1,2,3,2,2,3,2,0,1,0,1,2,1,0,0
1631,7/2/2011,1,3,1,1,0,1,0,1,1,1,2,0,0,1,1,0,6,1,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0
1632,7/3/2011,0,1,0,3,1,1,0,2,0,0,0,0,1,4,2,0,2,0,1,7,2,0,2,4,0,2,1,0,0,2,0,4,1,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1633,7/4/2011,1,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1634,7/5/2011,9,5,7,19,7,4,0,5,2,3,2,5,2,2,2,1,3,1,0,9,3,2,2,2,0,6,2,2,2,3,2,0,4,2,2,2,2,6,7,8,1,4,7,3,4,3,0,1,3
1635,7/6/2011,2,2,5,15,6,5,0,2,2,5,0,2,4,5,4,0,1,0,5,5,1,4,8,3,0,4,1,1,1,2,2,1,3,2,4,0,1,1,1,3,2,3,1,0,1,0,0,0,2
1636,7/7/2011,6,3,5,8,4,4,0,6,0,2,2,0,1,2,2,0,1,2,0,0,1,0,8,2,4,1,2,0,2,1,1,0,3,1,9,1,0,0,0,6,2,2,0,1,0,1,0,1,3
1637,7/8/2011,0,4,1,0,4,5,0,3,0,2,0,1,1,4,0,0,2,1,2,10,1,1,7,1,3,2,2,0,1,0,1,1,1,0,10,1,3,0,0,1,0,1,2,0,2,1,0,0,0
1638,7/9/2011,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1639,7/10/2011,0,0,1,6,0,1,0,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1640,7/11/2011,5,2,5,6,2,2,0,6,0,4,4,3,0,1,1,2,6,3,3,3,5,3,13,0,1,1,3,1,7,3,0,2,3,4,11,0,0,0,0,5,2,1,1,3,1,3,0,0,2
1641,7/12/2011,5,0,2,10,5,11,0,5,1,2,1,5,1,3,0,0,3,3,1,2,7,0,7,1,2,2,0,0,5,0,5,1,2,2,13,0,5,0,1,5,3,1,0,5,0,1,1,1,0
1642,7/13/2011,5,2,6,9,4,4,0,5,1,6,1,2,1,3,2,3,5,1,0,3,2,1,6,0,2,3,0,0,3,0,1,1,1,3,10,0,1,2,2,4,2,2,1,1,1,1,0,1,2
1643,7/14/2011,3,3,6,8,2,3,0,8,0,0,0,1,1,2,1,1,7,0,0,5,3,0,8,1,2,5,1,0,2,1,0,2,0,0,10,2,1,0,2,2,3,0,4,2,0,2,1,1,0
1644,7/15/2011,2,4,1,7,2,6,0,4,0,2,4,3,0,4,3,1,3,1,2,5,5,2,5,1,1,7,3,1,2,0,0,3,4,1,6,0,0,1,2,10,2,0,1,3,2,2,0,0,0
1645,7/16/2011,0,1,1,1,0,0,0,1,0,1,1,1,0,2,0,0,3,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
1646,7/17/2011,0,0,0,2,1,3,0,1,1,1,0,0,0,1,1,0,1,0,0,4,2,0,2,1,0,0,1,0,0,0,0,0,1,1,4,0,0,0,1,1,0,2,1,1,1,0,1,0,0
1647,7/18/2011,8,0,3,5,2,2,0,3,1,0,1,3,4,4,6,0,5,2,4,9,5,0,0,3,0,5,2,1,1,0,1,2,0,4,1,0,2,1,0,0,0,1,2,3,0,0,2,1,1
1648,7/19/2011,2,5,1,7,3,0,0,1,0,1,0,0,0,4,4,0,4,2,0,4,6,0,0,1,1,4,0,3,2,1,1,1,0,0,0,1,0,1,0,5,0,0,2,2,1,2,2,1,0
1649,7/20/2011,2,3,4,9,4,4,0,6,0,2,0,2,1,5,6,1,0,0,5,3,3,1,7,2,1,1,1,2,2,1,1,1,0,1,8,1,3,0,2,0,1,0,0,1,3,0,3,0,1
1650,7/21/2011,6,3,4,7,2,3,0,11,2,3,4,1,0,5,3,1,9,2,3,8,1,0,12,1,1,7,2,1,3,2,0,2,1,1,6,2,1,0,0,2,2,0,3,0,0,1,1,0,1
1651,7/22/2011,2,2,2,10,4,3,0,5,0,3,0,0,0,2,1,0,0,1,2,3,2,3,3,1,0,2,0,0,0,1,5,0,2,1,3,3,0,0,0,4,3,0,0,0,1,3,1,0,0
1652,7/23/2011,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,2,0
1653,7/24/2011,0,1,0,4,0,3,0,4,0,1,0,0,0,3,0,0,2,0,1,6,0,0,5,0,0,1,1,0,0,2,0,0,1,1,5,0,0,0,0,4,0,0,0,0,1,0,0,0,0
1654,7/25/2011,0,1,0,5,1,1,0,5,1,0,1,4,1,2,2,0,0,0,1,5,5,0,9,0,1,0,0,1,1,0,1,1,2,1,10,2,0,1,0,4,3,2,0,3,1,2,1,0,1
1655,7/26/2011,2,2,3,6,1,1,0,2,0,1,0,1,0,2,6,0,0,1,2,8,2,0,8,1,1,2,2,0,2,1,0,0,1,0,7,1,8,0,2,3,2,1,0,1,0,0,0,0,1
1656,7/27/2011,6,4,3,4,3,2,0,3,1,3,3,0,1,0,4,1,1,2,4,4,10,0,9,0,2,8,0,0,0,2,0,2,1,0,6,1,0,0,3,2,1,1,1,7,0,0,1,3,0
1657,7/28/2011,4,3,3,9,5,4,0,4,1,1,1,3,1,2,0,0,0,3,5,5,4,1,9,1,1,3,0,0,0,3,3,0,0,3,8,5,1,2,4,1,2,0,0,2,1,2,1,0,2
1658,7/29/2011,3,4,4,6,1,7,0,4,2,2,1,1,1,5,0,2,2,0,2,12,4,3,7,1,5,3,0,1,0,1,1,0,2,1,5,1,1,0,3,6,0,0,0,2,1,0,0,0,1
1659,7/30/2011,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1660,7/31/2011,3,3,3,10,0,6,0,3,2,0,2,1,0,1,1,0,2,0,1,13,5,2,5,0,1,5,2,1,0,1,0,1,0,0,4,1,1,1,1,1,0,2,0,2,1,1,0,0,1
1661,8/1/2011,6,6,6,7,0,2,0,7,0,1,0,1,0,4,0,1,1,1,1,12,5,1,9,0,0,1,3,0,1,0,1,2,3,1,10,2,2,1,0,6,1,0,1,1,0,0,0,2,2
1662,8/2/2011,9,3,6,8,8,5,0,5,2,4,4,2,1,3,3,0,1,1,3,7,9,1,7,0,3,4,2,0,3,2,2,0,6,1,7,1,2,0,2,10,5,2,0,5,2,4,1,1,2
1663,8/3/2011,6,4,6,6,4,5,0,3,0,2,0,2,1,3,1,0,0,0,1,2,3,3,6,0,0,10,2,1,1,0,8,1,1,2,5,1,0,1,1,2,0,0,1,0,2,0,2,1,0
1664,8/4/2011,2,1,2,10,2,5,0,6,0,1,1,3,1,2,6,2,1,2,4,6,3,1,6,0,3,4,1,2,1,3,1,1,2,0,6,2,0,1,1,5,3,2,2,1,2,1,2,1,1
1665,8/5/2011,6,4,7,9,2,3,0,8,1,0,0,3,0,2,2,0,2,1,2,9,0,1,4,0,4,2,1,3,0,1,1,2,5,2,4,2,0,2,3,8,2,1,0,0,1,2,3,0,1
1666,8/6/2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1667,8/7/2011,3,1,3,4,0,2,0,2,0,0,1,1,0,0,2,2,0,1,0,1,6,2,3,0,0,1,0,0,2,0,0,0,1,0,4,0,0,1,0,1,0,0,0,4,1,1,1,0,0
1668,8/8/2011,2,5,3,15,2,5,0,11,0,5,0,5,1,5,5,0,1,1,1,12,10,2,6,2,0,6,4,4,1,1,3,1,3,2,6,2,3,3,2,5,3,2,2,5,2,0,3,1,1
1669,8/9/2011,2,2,2,9,2,2,0,5,0,2,0,0,1,2,6,0,0,0,1,6,10,1,3,1,0,14,2,1,2,1,2,1,2,1,5,1,4,1,1,5,1,1,1,7,1,3,1,0,1
1670,8/10/2011,3,5,2,2,2,0,0,7,1,8,0,6,2,0,4,0,0,0,5,9,5,2,3,2,0,1,0,1,1,4,4,1,4,2,4,1,0,0,2,6,1,1,0,3,0,3,0,0,1
1671,8/11/2011,6,5,5,18,5,6,0,5,3,2,0,4,2,5,5,1,0,0,4,10,2,0,0,2,1,7,3,1,0,0,1,8,1,0,0,4,2,1,3,3,1,7,0,1,0,4,3,0,2
1672,8/12/2011,3,3,3,9,4,4,0,5,1,1,0,0,3,1,9,1,1,1,2,6,2,0,3,1,0,3,3,0,0,2,1,2,3,2,8,0,1,2,1,3,1,0,1,0,1,1,5,0,0
1673,8/13/2011,0,2,0,0,0,1,0,0,0,1,0,0,2,1,1,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,5,0,0
1674,8/14/2011,1,4,1,10,1,3,0,0,1,4,1,2,1,1,5,1,2,0,0,3,0,1,2,2,1,1,1,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,1,0,3,1,11,0,1
1675,8/15/2011,4,2,5,14,4,4,0,7,2,6,4,3,6,5,6,4,2,1,3,11,13,2,12,1,2,5,2,3,0,2,0,3,3,2,9,2,0,4,4,6,0,1,3,9,1,3,10,3,0
1676,8/16/2011,6,5,4,7,1,5,0,3,2,2,11,2,3,0,17,1,1,2,1,10,3,0,2,2,1,3,1,0,4,0,0,1,2,1,2,1,0,0,0,5,3,0,1,2,2,0,11,0,1
1677,8/17/2011,1,3,1,19,4,7,0,2,1,1,0,2,1,2,11,0,1,0,3,5,4,0,3,1,2,3,0,0,1,2,0,3,1,1,6,1,2,1,1,3,0,1,1,3,2,0,4,0,3
1678,8/18/2011,7,4,3,9,2,3,0,2,1,2,0,0,3,4,10,1,2,2,0,6,2,3,2,2,0,1,3,1,1,1,0,0,2,3,2,1,0,1,1,5,2,1,1,0,1,1,10,0,1
1679,8/19/2011,2,7,3,8,2,4,0,3,0,2,1,2,1,2,6,3,10,3,1,12,9,0,2,0,2,20,2,2,0,2,2,1,4,1,4,6,0,0,1,7,2,2,4,4,3,2,5,2,1
1680,8/20/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,8/21/2011,4,2,2,3,0,2,0,0,0,2,0,3,1,0,3,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,2,0,1,1,1,0,0,0,0,5,1,0,0,0,0,1,1,0,0
1682,8/22/2011,6,5,2,8,2,2,0,2,1,3,3,1,1,1,9,1,8,3,0,4,5,3,1,0,0,7,0,0,2,1,0,4,2,0,2,3,0,1,0,3,2,3,3,3,0,0,0,1,0
1683,8/23/2011,9,4,6,16,2,7,0,2,0,4,6,1,1,2,9,1,2,2,2,5,4,0,3,1,1,1,3,0,1,6,2,1,1,2,4,0,0,1,2,2,2,0,1,1,1,1,2,1,1
1684,8/24/2011,2,3,1,12,7,1,0,4,0,0,0,3,0,1,2,0,3,2,1,3,4,1,2,1,1,2,3,1,1,0,1,2,0,1,2,0,1,2,3,2,0,3,1,3,2,0,1,2,1
1685,8/25/2011,2,2,4,4,2,2,0,4,0,2,0,2,2,0,5,1,2,1,0,1,8,1,3,1,1,3,0,2,0,1,1,1,0,1,3,5,1,1,1,1,0,2,1,6,0,2,2,1,0
1686,8/26/2011,1,3,1,9,4,0,0,3,1,0,0,1,1,1,3,0,2,0,0,1,1,1,2,0,1,6,0,0,0,2,5,0,1,2,2,0,0,1,2,2,0,4,1,0,1,0,0,1,1
1687,8/27/2011,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1688,8/28/2011,0,0,0,3,4,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1689,8/29/2011,0,3,0,8,1,2,0,4,0,0,1,4,1,3,7,0,0,0,3,8,6,2,1,0,1,1,1,0,0,1,0,1,2,0,1,1,0,0,1,5,0,0,1,2,2,1,1,0,1
1690,8/30/2011,6,5,4,11,1,4,0,2,0,3,1,2,1,4,5,1,1,2,3,9,2,1,3,2,3,1,0,0,0,0,0,1,3,1,4,1,2,2,1,5,2,3,1,0,0,0,1,0,2
1691,8/31/2011,3,5,2,9,1,3,0,4,1,0,3,0,0,2,4,1,3,1,1,3,10,2,0,1,2,3,0,2,1,0,3,0,0,1,4,1,5,0,1,0,0,3,0,7,0,4,1,1,1
1692,9/1/2011,4,3,3,8,6,2,0,4,1,2,1,4,0,1,5,3,3,0,2,3,5,1,3,0,1,1,0,1,0,0,1,2,1,2,3,0,1,1,2,2,1,1,0,2,0,2,1,0,1
1693,9/2/2011,6,2,6,7,4,2,0,6,1,0,5,2,1,1,8,0,5,2,1,3,3,1,2,0,1,4,1,1,0,0,2,1,1,1,3,1,3,3,2,2,4,2,0,2,0,1,0,1,1
1694,9/3/2011,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1695,9/4/2011,1,1,1,7,0,1,0,4,0,1,0,1,0,1,2,1,4,4,0,0,4,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,2,3,1,3,3,3,1,0,1,1,0
1696,9/5/2011,0,3,1,2,1,0,0,2,0,0,0,0,1,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1697,9/6/2011,7,7,6,15,2,7,0,12,1,4,0,3,2,3,10,0,2,4,3,11,2,0,4,2,4,2,1,0,2,1,2,2,4,2,4,7,3,3,1,8,3,0,2,1,1,2,1,0,1
1698,9/7/2011,9,7,8,20,8,7,0,5,0,4,8,4,5,4,12,2,9,2,3,4,4,3,5,4,3,7,2,0,0,2,3,3,6,3,7,2,1,2,2,16,8,2,2,2,5,0,3,1,6
1699,9/8/2011,7,6,8,15,0,6,0,5,2,1,1,4,5,2,5,2,8,4,1,6,9,3,3,0,2,3,2,1,3,0,0,3,3,3,5,3,1,3,1,6,3,1,0,4,0,2,2,0,2
1700,9/9/2011,7,5,8,19,4,5,0,6,0,7,1,2,3,2,7,0,3,3,0,3,2,3,1,0,1,1,0,0,5,0,2,1,3,4,7,0,1,4,3,9,4,2,1,0,2,2,0,2,1
1701,9/10/2011,7,4,6,6,0,0,0,0,1,0,2,2,0,0,1,1,2,3,0,0,0,1,0,0,0,0,0,2,7,0,1,0,1,0,0,0,1,1,3,2,0,0,0,0,0,0,0,1,2
1702,9/11/2011,4,3,3,11,1,4,0,1,0,0,0,3,0,0,3,0,0,2,1,1,3,0,3,2,1,1,0,2,0,1,0,0,2,0,2,2,0,3,2,6,4,1,0,1,0,0,0,0,5
1703,9/12/2011,10,8,6,18,4,5,0,4,0,1,1,3,3,4,6,1,12,3,4,8,7,1,1,1,1,4,3,2,4,1,2,2,2,3,5,3,0,4,2,4,1,0,1,4,0,3,1,0,1
1704,9/13/2011,5,4,4,13,1,3,0,5,0,5,2,4,0,2,6,1,3,2,2,5,3,0,2,0,2,1,3,1,2,1,3,3,0,0,5,1,3,2,1,4,3,1,2,0,0,1,0,1,0
1705,9/14/2011,4,2,3,18,0,9,0,7,0,2,3,6,2,3,10,1,6,6,2,4,6,0,4,2,3,2,1,1,1,2,5,1,0,1,5,3,1,1,3,1,0,1,2,2,2,1,2,0,2
1706,9/15/2011,6,4,5,9,5,9,0,4,2,4,3,2,2,1,2,0,1,6,2,8,2,2,3,1,2,2,0,0,2,2,5,1,3,4,6,2,0,1,0,4,3,2,1,1,1,2,1,2,2
1707,9/16/2011,1,4,1,8,2,4,0,6,1,2,1,2,0,1,5,0,2,2,0,3,3,2,4,3,2,4,2,1,0,2,4,0,0,0,2,1,1,1,2,2,2,0,0,1,1,3,1,0,2
1708,9/17/2011,0,1,1,2,1,2,0,0,0,0,0,0,1,0,2,0,4,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1709,9/18/2011,1,1,1,10,4,3,0,4,1,1,0,2,1,3,3,1,7,1,1,1,0,2,2,0,1,4,0,0,0,1,1,0,2,1,0,0,1,0,2,3,2,1,2,0,1,2,1,0,2
1710,9/19/2011,8,5,8,7,1,4,0,6,1,1,8,2,1,0,2,2,9,5,1,6,2,2,3,1,1,2,0,2,5,1,4,0,0,2,3,1,3,2,1,0,5,0,1,2,0,2,0,2,1
1711,9/20/2011,6,6,4,22,2,6,0,8,0,6,10,2,1,2,6,1,12,5,1,9,7,1,5,0,0,2,0,0,0,2,3,1,2,1,9,2,0,3,1,2,3,3,5,3,5,2,1,3,2
1712,9/21/2011,1,2,2,11,2,5,0,4,0,0,3,6,4,2,9,0,15,1,2,10,8,3,4,2,2,10,3,1,1,1,2,0,0,4,5,0,1,1,1,0,0,7,9,4,2,2,0,0,1
1713,9/22/2011,5,6,5,8,2,3,0,3,1,4,4,7,4,5,5,1,17,5,2,5,3,4,4,3,1,3,0,4,3,0,1,2,3,2,4,6,3,2,2,9,3,1,7,2,2,0,1,3,3
1714,9/23/2011,1,5,1,14,4,6,0,7,0,4,3,3,5,3,8,0,8,1,5,2,1,0,4,1,5,7,1,0,3,1,2,0,4,3,6,0,3,2,3,6,0,2,3,0,2,1,1,0,3
1715,9/24/2011,1,3,1,2,0,0,0,1,0,0,0,0,1,0,3,0,4,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0
1716,9/25/2011,0,4,0,4,0,2,0,2,0,1,0,2,1,1,2,2,2,0,1,6,8,1,0,1,0,0,0,0,0,1,1,0,0,1,4,0,5,1,2,0,0,0,1,6,0,0,0,0,2
1717,9/26/2011,7,7,4,21,3,6,1,10,2,3,1,4,4,8,8,0,5,4,8,9,13,1,8,3,2,7,0,1,1,1,2,2,5,0,7,0,2,4,2,9,1,2,6,7,4,1,4,2,0
1718,9/27/2011,4,4,2,8,3,5,0,3,2,3,1,2,2,3,5,0,2,3,0,6,5,2,1,1,2,9,1,0,0,1,0,0,1,4,1,4,2,1,2,3,0,0,4,3,0,2,1,0,1
1719,9/28/2011,4,9,1,12,13,7,0,8,3,10,1,2,5,2,9,3,1,0,11,15,5,2,2,3,2,1,2,1,1,2,0,1,2,1,3,2,2,2,2,8,2,1,1,2,2,4,2,0,4
1720,9/29/2011,7,10,6,19,2,3,0,10,1,4,3,2,1,1,7,0,1,2,5,11,6,2,4,2,1,3,0,0,5,1,1,0,2,0,2,2,0,4,3,4,3,3,2,3,0,0,1,0,1
1721,9/30/2011,4,7,4,7,8,5,0,9,1,2,4,1,3,2,2,1,5,2,1,8,1,1,7,2,3,1,2,2,3,2,3,3,3,0,7,1,0,1,1,5,1,2,11,0,3,0,0,1,3
1722,10/1/2011,1,1,1,2,0,1,1,2,0,0,0,0,1,0,1,0,3,0,1,1,0,1,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1723,10/2/2011,1,3,1,6,5,3,0,8,1,1,1,0,1,0,2,0,0,1,1,4,1,0,2,1,1,1,0,1,0,0,2,0,1,0,3,1,0,0,0,5,0,2,0,0,0,1,0,0,0
1724,10/3/2011,5,2,1,17,1,3,0,19,3,7,0,3,1,3,6,1,0,3,0,14,8,1,4,0,1,4,2,0,1,0,2,3,1,2,4,2,1,1,2,1,1,2,2,3,1,1,0,0,2
1725,10/4/2011,1,6,0,10,6,8,0,5,2,5,1,4,5,1,8,0,5,0,3,6,2,4,1,0,2,4,0,2,1,2,2,3,2,3,3,3,1,0,2,4,2,0,3,1,3,0,4,1,2
1726,10/5/2011,7,6,8,12,6,5,0,21,0,3,3,7,2,6,5,1,1,2,1,8,7,0,3,1,3,4,2,2,4,0,3,3,2,2,2,5,0,4,2,2,2,3,2,3,0,3,1,1,1
1727,10/6/2011,1,3,1,18,6,7,0,23,1,3,1,2,5,4,7,1,2,0,4,5,1,3,0,2,3,2,2,0,0,3,1,1,1,3,0,3,0,4,5,3,1,1,0,0,0,0,4,0,1
1728,10/7/2011,10,5,10,16,11,2,0,26,0,6,6,5,1,1,2,2,3,4,1,7,4,1,3,0,5,4,1,0,7,2,2,1,2,3,1,7,3,4,5,3,3,1,2,2,2,2,2,2,1
1729,10/8/2011,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0
1730,10/9/2011,2,3,2,7,1,5,0,14,1,2,4,0,4,1,4,0,3,2,0,5,2,3,0,1,1,5,1,1,0,0,1,1,3,6,3,0,2,1,1,7,0,0,0,1,0,0,1,0,0
1731,10/10/2011,8,4,6,14,1,3,0,27,0,0,2,3,4,2,6,0,5,2,1,9,4,1,3,0,0,4,1,1,4,0,9,4,0,0,2,1,1,2,2,1,1,1,6,0,0,1,1,0,1
